year,title,authors_short,all_authors,journal,doi,subdisciplines,n_subdisciplines
2024,Characterization of Low-Molecular-Weight Dissolved Organic Matter Using Optional Dialysis and Orbitrap Mass Spectrometry,"Qiuxing Li, Runyu Zhang, Guopei Huang et al. (n=6)",Qiuxing Li; Runyu Zhang; Guopei Huang; Haijun Yuan; Liying Wang; Shuxia Xu,Molecules,https://doi.org/10.3390/molecules29143370,biogeochem_carbon; estuary_coastal; marine; microbial_coupling; wastewater_drinking,5
2024,Treeline displacement may affect lake dissolved organic matter processing at high latitudes and altitudes,"Núria Catalán, Carina Rofner, Charles Verpoorter et al. (n=8)",Núria Catalán; Carina Rofner; Charles Verpoorter; María Teresa Pérez; Thorsten Dittmar; Lars J. Tranvik; Rubén Sommaruga; Hannes Peter,Nature Communications,https://doi.org/10.1038/s41467-024-46789-5,biogeochem_carbon; estuary_coastal; freshwater_lake; marine; microbial_coupling; soil_terrestrial,6
2024,Universal microbial reworking of dissolved organic matter along environmental gradients,"Erika C. Freeman, Erik J. S. Emilson, Thorsten Dittmar et al. (n=9)",Erika C. Freeman; Erik J. S. Emilson; Thorsten Dittmar; Lucas P. P. Braga; Caroline E. Emilson; Tobias Goldhammer; Christine Martineau; Gabriel Singer; Andrew J. Tanentzap,Nature Communications,https://doi.org/10.1038/s41467-023-44431-4,biogeochem_carbon; estuary_coastal; freshwater_river; marine; microbial_coupling; soil_terrestrial,6
2024,Laboratory time series moisture manipulative experiment from sediment across the contiguous US: time series aerobic respiration and geochemistry (v2),"Maggi Laan, Robert E. Danczak, Dillman Delgado et al. (n=18)",Maggi Laan; Robert E. Danczak; Dillman Delgado; Brieanne Forbes; Vanessa A. Garayburu-Caruso; Amy E. Goldman; Brianna I. Gonzalez; Matthew H. Kaufman; Sophia A. McKever; Cooper Norris; Juan Alberto Ocejo; Beck Powers-McCormack; Lupita Renteria; Kenton A. Rod; Timothy D. Scheibe; Malak M. Tfaily; James C. Stegen; The WHONDRS Consortium,Open MIND,,biogeochem_carbon; disturbance_anthropogenic; freshwater_river; groundwater; sediment_porewater,5
2024,Laboratory time series moisture manipulative experiment from sediment across the contiguous US: time series aerobic respiration and geochemistry (v2),"Maggi Laan, Danczak, Robert E., Dillman Delgado et al. (n=18)","Maggi Laan; Danczak, Robert E.; Dillman Delgado; Brieanne Forbes; Vanessa Garayburu‐Caruso; Amy Goldman; Brianna I. Gonzalez; Matthew Kaufman; Sophia McKever; Cooper G. Norris; Juan Alberto Ocejo; Beck Powers-McCormack; Lupita Renteria; Kenton Rod; Tim Scheibe; Malak Tfaily; James Stegen; The WHONDRS Consortium",Open MIND,https://doi.org/10.15485/2428003,biogeochem_carbon; disturbance_anthropogenic; freshwater_river; groundwater; marine; sediment_porewater,6
2024,Annotation of DOM metabolomes with an ultrahigh resolution mass spectrometry molecular formula library,"Nicole Coffey, Christian Dewey, Kieran Manning et al. (n=9)",Nicole Coffey; Christian Dewey; Kieran Manning; Yuri Corilo; William Kew; Lydia Babcock‐Adams; Amy M. McKenna; Rhona Stuart; Rene Boiteau,Organic Geochemistry,https://doi.org/10.1016/j.orggeochem.2024.104880,biogeochem_carbon,1
2024,Comparison of dissolved organic matter composition from various sorbents using ultra-high resolution mass spectrometry,"Oriane M. Yvin, Martin R. Kurek, Amy M. McKenna et al. (n=5)",Oriane M. Yvin; Martin R. Kurek; Amy M. McKenna; Jon Hawkings; Robert G. M. Spencer,Organic Geochemistry,https://doi.org/10.1016/j.orggeochem.2024.104846,biogeochem_carbon,1
2024,"Characterisation of dissolved organic matter in two contrasting arsenic-prone sites in Kandal Province, Cambodia","Oliver C. Moore, Amy D. Holt, Laura A. Richards et al. (n=9)",Oliver C. Moore; Amy D. Holt; Laura A. Richards; Amy M. McKenna; Robert G. M. Spencer; Dan Lapworth; David A. Polya; Jonathan R. Lloyd; Bart E. van Dongen,Organic Geochemistry,https://doi.org/10.1016/j.orggeochem.2024.104886,biogeochem_carbon; groundwater; microbial_coupling; soil_terrestrial,4
2024,"Data and scripts associated with “Riverine dissolved organic matter transformations increase with watershed area, water residence time, and Damköhler numbers in nested watersheds” (v2)","Kevin A. Ryan, Vanessa Garayburu‐Caruso, Byron C. Crump et al. (n=9)",Kevin A. Ryan; Vanessa Garayburu‐Caruso; Byron C. Crump; Ted Bambakidis; Peter A. Raymond; Shaoda Liu; Beck Powers-McCormack; Brieanne Forbes; James Stegen,OSTI OAI (U.S. Department of Energy Office of Scientific and Technical Information),https://doi.org/10.15485/2406989,biogeochem_carbon; disturbance_anthropogenic; freshwater_river; soil_terrestrial; wetland_peatland,5
2024,"Data and scripts associated with the manuscript ""Organic Molecules are Deterministically Assembled in River Sediments""","James Stegen, Vanessa Garayburu‐Caruso, Robert Danczak et al. (n=11)",James Stegen; Vanessa Garayburu‐Caruso; Robert Danczak; Rosalie Chu; Brieanne Forbes; Amy Goldman; Marcy L. McCall; Sophia McKever; Beck Powers-McCormack; Lupita Renteria; Jason Toyoda,OSTI OAI (U.S. Department of Energy Office of Scientific and Technical Information),https://doi.org/10.15485/2367553,biogeochem_carbon; freshwater_river; methods_instrumentation; sediment_porewater,4
2024,Data and scripts associated with a manuscript investigating dissolved organic matter and microbial community linkages across seven globally distributed rivers,"Robert Danczak, Amy Goldman, Mikayla Borton et al. (n=23)",Robert Danczak; Amy Goldman; Mikayla Borton; Rosalie Chu; Jason Toyoda; Vanessa Garayburu‐Caruso; Emily Graham; Joseph W Morad; Lupita Renteria; Jacqueline Wells; Shai Arnon; Scott C. Brooks; Edo Bar‐Zeev; Michael Jones; Nikki Jones; Jörg Lewandowski; Christof Meile; Birgit Maria Müller; Beck Powers-McCormack; John F. Schalles; H. D. Schulz; Adam S. Ward; James Stegen,OSTI OAI (U.S. Department of Energy Office of Scientific and Technical Information),https://doi.org/10.15485/2319037,biogeochem_carbon; freshwater_river; microbial_coupling,3
2024,Organic Matter Concentration and Composition in November 2021 and April 2022 from 12 Streams Impacted by the 2020 Holiday Farm Fire (v2),"Katie A. Wampler, Noelani R. Boise, Cavaiani, Jake et al. (n=13)","Katie A. Wampler; Noelani R. Boise; Cavaiani, Jake; David Donahue; Lisa Erkert; Brieanne Forbes; Susan Fricke; Samantha Grieger; Beck Powers-McCormack; Karl Morgenstern; Mitchell Regelson; Alan Roebuck; Allison Myers‐Pigg",OSTI OAI (U.S. Department of Energy Office of Scientific and Technical Information),https://doi.org/10.15485/2478546,biochar_black_carbon; biogeochem_carbon; freshwater_river,3
2024,Mechanism of biochar decomposition mediated by bacteria shifts the molecular structure of soil organic matter to high-molecular-mass aromatic components,"Chen Xu, Xiaozeng Han, Wenxiu Zou et al. (n=5)",Chen Xu; Xiaozeng Han; Wenxiu Zou; Jun Yan; Xinchun Lu,Pedosphere,https://doi.org/10.1016/j.pedsph.2024.12.007,biochar_black_carbon; biogeochem_carbon; microbial_coupling; soil_terrestrial,4
2024,Molecular investigation into the transformation of recalcitrant dissolved organic sulfur in refinery sour water during stripping process,"Yuguo Li, Chen He, Chunmao Chen et al. (n=5)",Yuguo Li; Chen He; Chunmao Chen; Fan Liu; Quan Shi,Petroleum Science,https://doi.org/10.1016/j.petsci.2024.01.005,biogeochem_carbon; wastewater_drinking,2
2024,Microbial control of soil DOM transformation during the vegetation restoration in the Loess Plateau,"Wenxin Chen, Qianqian Gao, Huaying Hu et al. (n=5)",Wenxin Chen; Qianqian Gao; Huaying Hu; Tingwei Shao; Chuifan Zhou,Plant and Soil,https://doi.org/10.1007/s11104-024-06627-5,biogeochem_carbon; microbial_coupling; soil_terrestrial,3
2024,Post column infusion of an internal standard into LC-FT-ICR MS enables semi-quantitative comparison of dissolved organic matter in original samples,"Rebecca Rodrigues Matos, Elaine K. Jennings, Jan Kaesler et al. (n=6)",Rebecca Rodrigues Matos; Elaine K. Jennings; Jan Kaesler; Thorsten Reemtsma; Boris P. Koch; Oliver J. Lechtenfeld,Qucosa (Saxon State and University Library Dresden),,biogeochem_carbon; freshwater_river; groundwater; methods_instrumentation,4
2024,Online LC‐Orbitrap MS method for the rapid molecular characterization of dissolved organic matter,"Yuguo Li, Chen He, Yahe Zhang et al. (n=4)",Yuguo Li; Chen He; Yahe Zhang; Quan Shi,Rapid Communications in Mass Spectrometry,https://doi.org/10.1002/rcm.9885,biogeochem_carbon; estuary_coastal; freshwater_river; marine; methods_instrumentation; wastewater_drinking,6
2024,iDOM: Statistical analysis of dissolved organic matter based on high-resolution mass spectrometry,"Fanfan Meng, Ang Hu, Kyoung‐Soon Jang et al. (n=4)",Fanfan Meng; Ang Hu; Kyoung‐Soon Jang; Jianjun Wang,Research Square,https://doi.org/10.21203/rs.3.rs-4660944/v1,biogeochem_carbon; estuary_coastal; marine,3
2024,Distinct contributions of microbial and plant residues to SOC during ecosystem primary succession in a Tibetan glacier foreland,"Yongqin Liu, Yang Liu, Mukan Ji et al. (n=7)",Yongqin Liu; Yang Liu; Mukan Ji; Saifei Li; Deng Ao; Shaoshan An; Chao Liang,Research Square,https://doi.org/10.21203/rs.3.rs-3990984/v1,biogeochem_carbon; cryosphere; microbial_coupling; soil_terrestrial,4
2024,"The overlooked role of deep soil in dissolved organic carbon transformation and CO<mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"" display=""inline"" id=""d1e874"" altimg=""si1.svg""><mml:msub><mml:mrow/><mml:mrow><mml:mn>2</mml:mn></mml:mrow></mml:msub></mml:math> emissions: Evidence from incubation experiments and FT-ICR MS characterization","Haoran Wu, Xin Jia, Zhiyuan Zhang et al. (n=6)",Haoran Wu; Xin Jia; Zhiyuan Zhang; Linna Jia; Wenlin Ren; Zeliang Shen,Resources Environment and Sustainability,https://doi.org/10.1016/j.resenv.2024.100161,atmosphere_aerosol; biogeochem_carbon; disturbance_anthropogenic; estuary_coastal; marine; soil_terrestrial,6
2024,"Potential transformation of organic matter by microbes in cryoconite, Tibetan Plateau","Bixi Guo, Yongqin Liu, Kevin Xu Zhong et al. (n=7)",Bixi Guo; Yongqin Liu; Kevin Xu Zhong; Quan Shi; Chen He; Qiang Zheng; Ruanhong Cai,Science China Earth Sciences,https://doi.org/10.1007/s11430-023-1270-0,biogeochem_carbon; microbial_coupling,2
2024,Comparison on molecular transformation of dissolved organic matter during Fenton and activated carbon adsorption processes for chemical cleaning wastewater treatment,"Xiaodan Zhao, Zhuojun Huang, Haosen Sun et al. (n=9)",Xiaodan Zhao; Zhuojun Huang; Haosen Sun; Qiqi Zhao; Zhanghe Huang; Chun Zhang; Yang Wang; Chunyan Yang; Zhen Zhou,Separation and Purification Technology,https://doi.org/10.1016/j.seppur.2024.127226,wastewater_drinking,1
2024,Enhanced removal characteristics of Raphidiopsis raciborskii and dissolved organic matter by a novel preozonation-coagulation/ozonation process using micro-nano bubbles,"Lihua Niu, Zhuting Wang, Yi Li et al. (n=6)",Lihua Niu; Zhuting Wang; Yi Li; Zhengguo Pan; Xiangzhe Xu; Chi Zhang,Separation and Purification Technology,https://doi.org/10.1016/j.seppur.2024.130956,biogeochem_carbon; wastewater_drinking,2
2024,Molecular insights into transformation of dissolved organic matter in treating shale gas wastewater by the UV/H2O2-ultrafiltration-reverse osmosis combined process,"Jingyu Shu, Peng Tang, Xuanyu Ji et al. (n=8)",Jingyu Shu; Peng Tang; Xuanyu Ji; Peng Liu; Guanyu Zhou; Zhiwei Gan; Jun Ma; Baicang Liu,Separation and Purification Technology,https://doi.org/10.1016/j.seppur.2024.131110,atmosphere_aerosol; biogeochem_carbon; wastewater_drinking,3
2024,Molecular–level insights into the synergistic activation of peracetic acid by ultraviolet and ferrous ions for the degradation of sedimentation sludge water in drinking water treatment plants based on Fourier transform-ion cyclotron resonance mass spectrometry,"Ya Wang, Tong Zhen-gong, Liwen Jiang et al. (n=10)",Ya Wang; Tong Zhen-gong; Liwen Jiang; Fangqi Peng; Wei Liu; Jingkai Chen; Xuefan Rao; Guizhen Feng; Caixia Kang; Lili Fang,Separation and Purification Technology,https://doi.org/10.1016/j.seppur.2024.129708,biogeochem_carbon; sediment_porewater; wastewater_drinking,3
2024,Effects of chloride ions on the transformation of dissolved organic matter in biologically treated waste leachate by a Fenton process,"Zhepei Gu, Feiyan Fang, Chen He et al. (n=4)",Zhepei Gu; Feiyan Fang; Chen He; Weiming Chen,Separation and Purification Technology,https://doi.org/10.1016/j.seppur.2024.131321,wastewater_drinking,1
2024,Changes in water quality along the process of coal chemical reverse osmosis wastewater advanced treatment: Spectral analysis and molecular level exploration,"Run Yuan, Yihe Qin, Hao Wang et al. (n=4)",Run Yuan; Yihe Qin; Hao Wang; Xuwen He,Separation and Purification Technology,https://doi.org/10.1016/j.seppur.2024.131267,biogeochem_carbon; petroleum_fossil; wastewater_drinking,3
2024,"Simultaneous removal of dissolved inorganic and organic phosphorus by magnetic α-Fe2O3/LaOCl composites: Performance, mechanisms and applicability","Shuai Liu, Jun Liu, Ying Zhou et al. (n=6)",Shuai Liu; Jun Liu; Ying Zhou; Changzhong Liao; Zhaokui Ni; Shengrui Wang,Separation and Purification Technology,https://doi.org/10.1016/j.seppur.2024.127814,biogeochem_carbon; soil_terrestrial; wastewater_drinking,3
2024,Effects of pyrolysis temperature on the photooxidation of water-soluble fraction of wheat straw biochar based on 21 T FT-ICR mass spectrometry,"Amy M. McKenna, Martha L. Chacón‐Patiño, Holly K. Roth et al. (n=10)",Amy M. McKenna; Martha L. Chacón‐Patiño; Holly K. Roth; William Bahureksa; Robert B. Young; James A. Ippolito; Yan Xin; Thomas Borch; Antony Williams; Huan Chen,Soil & Environmental Health,https://doi.org/10.1016/j.seh.2024.100114,biochar_black_carbon; biogeochem_carbon; methods_instrumentation,3
2024,The specific molecular signature of dissolved organic matter extracted from different arctic plant species persists after biodegradation,"Alienor Allain, Marie Alexis, Maxime C. Bridoux et al. (n=7)",Alienor Allain; Marie Alexis; Maxime C. Bridoux; Liudmila S. Shirokova; Dahédrey Payandi-Rolland; Oleg S. Pokrovsky; Maryse Castrec‐Rouelle,Soil Biology and Biochemistry,https://doi.org/10.1016/j.soilbio.2024.109393,biogeochem_carbon; cryosphere; estuary_coastal; marine; microbial_coupling; soil_terrestrial,6
2024,On the Ft-Icr Mass Spectrometry Analysis of Dissolved Organic Matter Released by Adsorbent During Coal Chemical Wastewater Treatment,"Qi Wei, Cai Chen, Hongpeng Ma et al. (n=10)",Qi Wei; Cai Chen; Hongpeng Ma; Tao Liu; Bing Liu; Tianxiang Wang; Sen Zhang; Danhui Yang; Jianping Li; Hualin Wang,SSRN Electronic Journal,https://doi.org/10.2139/ssrn.4849388,biogeochem_carbon; petroleum_fossil; wastewater_drinking,3
2024,Molecular-Level Insight into the Origin-Dependent Adsorption Fractionation of Dissolved Organic Matter on Ferrihydrite in Aquatic Environment: Implications for Carbon Sink in Eutrophic Lakes,"Chengyu Suo, Wensi Zhao, Shasha Liu et al. (n=10)",Chengyu Suo; Wensi Zhao; Shasha Liu; Rui Fu; Yi Ren; Yue Qiu; Yuxin Zhang; Zhongqi He; Baoshan Xing; Fengchang Wu,SSRN Electronic Journal,https://doi.org/10.2139/ssrn.4805262,estuary_coastal; freshwater_lake; groundwater; marine,4
2024,Optimizing Humic Acid Breakdown and Methane Production Via Semiconductor-Assisted Photo-Anaerobic Digestion,"Qiang Liu, Haoyu Zhang, Shuo Chen et al. (n=9)",Qiang Liu; Haoyu Zhang; Shuo Chen; Yeqing LI; Mahmoud Mazarji; Lu Feng; Junting Pan; Hongjun Zhou; Chunming Xu,SSRN Electronic Journal,https://doi.org/10.2139/ssrn.4744696,,0
2024,Molecular Insights into Transformation of Dissolved Organic Matter in Treating Shale Gas Wastewater by the Uv/H2o2-Ultrafiltration-Reverse Osmosis Combined Process,"Jingyu Shu, Peng Tang, Xuanyu Ji et al. (n=8)",Jingyu Shu; Peng Tang; Xuanyu Ji; Peng Liu; Guanyu Zhou; Zhiwei Gan; Jun Ma; Baicang Liu,SSRN Electronic Journal,https://doi.org/10.2139/ssrn.4989570,atmosphere_aerosol; biogeochem_carbon; freshwater_lake; wastewater_drinking,4
2024,Molecular Insights into Transformation of Dissolved Organic Matter in Treating Shale Gas Wastewater By the Uv/H2o2-Ultrafiltration-Reverse Osmosis Combined Process,"Jingyu Shu, Peng Tang, Xuanyu Ji et al. (n=8)",Jingyu Shu; Peng Tang; Xuanyu Ji; Peng Liu; Guanyu Zhou; Zhiwei Gan; Jun Ma; Baicang Liu,SSRN Electronic Journal,https://doi.org/10.2139/ssrn.4966693,atmosphere_aerosol; biogeochem_carbon; freshwater_lake; wastewater_drinking,4
2024,A Fast Solid-Phase Microextraction Scheme for in Vivo Monitoring of Bio-Accumulation and Bio-Transformation of Arbidol in Living Plants,"Jiating Zheng, Chao Chen, Yiquan Huang et al. (n=7)",Jiating Zheng; Chao Chen; Yiquan Huang; Shuting Fang; Pengran Guo; Shu‐Qin Liu; Gangfeng Ouyang,SSRN Electronic Journal,https://doi.org/10.2139/ssrn.4931713,,0
2024,Unravelling the Inconsistency in Organic Matter Removal and Membrane Fouling Control in Leather Mixed Wastewater Treated by Different O3-Aops,"Xiaoxu Gao, Yechen An, Yunwen Wang et al. (n=11)",Xiaoxu Gao; Yechen An; Yunwen Wang; Rui-Yun Ren; Zhineng Hao; Jinglong Han; Jingfu Liu; Aijie Wang; Huangzhao Wei; Xuezhi Zhao; Nanqi Ren,SSRN Electronic Journal,https://doi.org/10.2139/ssrn.4869568,biogeochem_carbon; wastewater_drinking,2
2024,Molecular Composition and Characteristics of Sediment-Adsorbed Dissolved Organic Matter Along the Coast of China,"Shaofeng Wang, Zelong Yan, Jitao Lv et al. (n=8)",Shaofeng Wang; Zelong Yan; Jitao Lv; Yuanbi Yi; Xu Ma; Guoqing Zhang; Xiangfeng Zeng; Yongfeng Jia,SSRN Electronic Journal,https://doi.org/10.2139/ssrn.4700940,biogeochem_carbon; estuary_coastal; marine; microbial_coupling; sediment_porewater,5
2024,The Substantial Generation of Photochemically Produced Reactive Intermediates (Ppris) in Algae-Type Zones From One Large Shallow Lake Promoted the Removal of Organic Pollutants,"wenkang li, Weidong Jin, dinggui wu et al. (n=6)",wenkang li; Weidong Jin; dinggui wu; C. T. Wang; huacheng xu; Na Song,SSRN Electronic Journal,https://doi.org/10.2139/ssrn.4937083,biogeochem_carbon; freshwater_lake,2
